;,ENVI Out,put,of RO,Is (5.5.1),[Tue Nov 05,11:47:24 20,19],,,
,3395  3,388,3277,772586.54,2049699.96,18.520274,-72.418115,119,157,194
,3396  3,389,3277,772586.62,2049699.96,18.520274,-72.418114,114,146,185
,3397  3,390,3277,772586.7,2049699.96,18.520274,-72.418113,109,133,181
,3398  3,391,3277,772586.78,2049699.96,18.520274,-72.418112,104,123,178
,3399  3,392,3277,772586.86,2049699.96,18.520274,-72.418112,100,116,174
,3400  3,393,3277,772586.94,2049699.96,18.520274,-72.418111,96,123,179
,3401  3,394,3277,772587.02,2049699.96,18.520274,-72.41811,95,130,183
,3402  3,395,3277,772587.1,2049699.96,18.520274,-72.418109,102,136,187
,3403  3,396,3277,772587.18,2049699.96,18.520274,-72.418109,109,156,204
,3404  3,397,3277,772587.27,2049699.96,18.520274,-72.418108,116,179,226
,3405  3,398,3277,772587.35,2049699.96,18.520274,-72.418107,125,191,248
,3406  3,399,3277,772587.43,2049699.96,18.520274,-72.418106,135,198,255
,3407  3,400,3277,772587.51,2049699.96,18.520274,-72.418106,144,198,255
,3408  3,401,3277,772587.59,2049699.96,18.520274,-72.418105,147,196,255
,3409  3,402,3277,772587.67,2049699.96,18.520274,-72.418104,148,195,255
,3410  3,403,3277,772587.75,2049699.96,18.520274,-72.418103,148,196,255
,3411  3,404,3277,772587.83,2049699.96,18.520274,-72.418102,149,196,255
,3412  3,405,3277,772587.91,2049699.96,18.520274,-72.418102,149,196,255
,3413  3,406,3277,772587.99,2049699.96,18.520274,-72.418101,149,202,255
,3414  3,407,3277,772588.07,2049699.96,18.520274,-72.4181,148,206,255
,3415  3,408,3277,772588.15,2049699.96,18.520274,-72.418099,144,204,255
,3416  3,409,3277,772588.23,2049699.96,18.520274,-72.418099,141,193,251
,3417  3,410,3277,772588.31,2049699.96,18.520274,-72.418098,138,175,231
,3418  3,411,3277,772588.39,2049699.96,18.520274,-72.418097,127,158,211
,3419  3,412,3277,772588.47,2049699.96,18.520274,-72.418096,116,143,195
,3420  3,413,3277,772588.55,2049699.96,18.520274,-72.418096,105,131,183
,3421  3,414,3277,772588.63,2049699.96,18.520274,-72.418095,100,123,171
,3422  3,415,3277,772588.71,2049699.96,18.520274,-72.418094,96,117,161
,3423  3,416,3277,772588.79,2049699.96,18.520274,-72.418093,93,116,163
,3424  3,417,3277,772588.87,2049699.96,18.520274,-72.418093,92,117,166
,3425  3,418,3277,772588.95,2049699.96,18.520274,-72.418092,96,120,168
,3426  3,419,3277,772589.03,2049699.96,18.520274,-72.418091,100,132,179
,3427  3,420,3277,772589.11,2049699.96,18.520274,-72.41809,104,143,192
,3428  3,421,3277,772589.19,2049699.96,18.520274,-72.41809,106,147,204
,3429  3,422,3277,772589.27,2049699.96,18.520273,-72.418089,109,149,210
,3430  3,423,3277,772589.35,2049699.96,18.520273,-72.418088,111,151,211
,3431  3,424,3277,772589.43,2049699.96,18.520273,-72.418087,110,150,212
,3432  3,425,3277,772589.51,2049699.96,18.520273,-72.418087,109,150,214
,3433  3,426,3277,772589.59,2049699.96,18.520273,-72.418086,108,153,216
,3434  3,427,3277,772589.67,2049699.96,18.520273,-72.418085,108,155,219
,3435  3,428,3277,772589.76,2049699.96,18.520273,-72.418084,108,155,222
,3436  3,429,3277,772589.84,2049699.96,18.520273,-72.418083,107,154,217
,3437  3,430,3277,772589.92,2049699.96,18.520273,-72.418083,108,151,212
,3438  3,431,3277,772590,2049699.96,18.520273,-72.418082,109,143,207
,3439  3,432,3277,772590.08,2049699.96,18.520273,-72.418081,109,146,215
,3440  3,433,3277,772590.16,2049699.96,18.520273,-72.41808,111,153,225
,3441  3,434,3277,772590.24,2049699.96,18.520273,-72.41808,120,169,236
,3442  3,435,3277,772590.32,2049699.96,18.520273,-72.418079,131,185,247
,3443  3,436,3277,772590.4,2049699.96,18.520273,-72.418078,140,199,255
,3444  3,437,3277,772590.48,2049699.96,18.520273,-72.418077,147,208,255
,3445  3,438,3277,772590.56,2049699.96,18.520273,-72.418077,155,216,255
,3446  3,439,3277,772590.64,2049699.96,18.520273,-72.418076,162,220,255
,3447  3,440,3277,772590.72,2049699.96,18.520273,-72.418075,164,220,255
,3448  3,441,3277,772590.8,2049699.96,18.520273,-72.418074,161,219,255
,3449  3,442,3277,772590.88,2049699.96,18.520273,-72.418074,158,212,255
,3450  3,443,3277,772590.96,2049699.96,18.520273,-72.418073,154,205,255
,3451  3,444,3277,772591.04,2049699.96,18.520273,-72.418072,146,193,246
,3452  3,445,3277,772591.12,2049699.96,18.520273,-72.418071,138,181,235
,3453  3,446,3277,772591.2,2049699.96,18.520273,-72.418071,130,169,224
,3454  3,447,3277,772591.28,2049699.96,18.520273,-72.41807,126,163,213
,3455  3,448,3277,772591.36,2049699.96,18.520273,-72.418069,123,158,205
,3456  3,449,3277,772591.44,2049699.96,18.520273,-72.418068,119,153,202
,3457  3,450,3277,772591.52,2049699.96,18.520273,-72.418067,119,150,199
,3458  3,451,3277,772591.6,2049699.96,18.520273,-72.418067,120,147,197
,3459  3,452,3277,772591.68,2049699.96,18.520273,-72.418066,121,153,203
,3460  3,453,3277,772591.76,2049699.96,18.520273,-72.418065,125,161,208
,3461  3,454,3277,772591.84,2049699.96,18.520273,-72.418064,134,174,213
,3462  3,455,3277,772591.92,2049699.96,18.520273,-72.418064,141,179,215
,3463  3,456,3277,772592,2049699.96,18.520273,-72.418063,149,180,216
,3464  3,457,3277,772592.08,2049699.96,18.520273,-72.418062,153,174,217
,3465  3,378,3278,772585.74,2049699.88,18.520273,-72.418122,122,167,225
,3466  3,379,3278,772585.82,2049699.88,18.520273,-72.418121,122,168,231
,3467  3,380,3278,772585.9,2049699.88,18.520273,-72.418121,122,169,227
,3468  3,381,3278,772585.98,2049699.88,18.520273,-72.41812,123,168,223
,3469  3,382,3278,772586.06,2049699.88,18.520273,-72.418119,125,166,219
,3470  3,383,3278,772586.14,2049699.88,18.520273,-72.418118,127,163,220
,3471  3,384,3278,772586.22,2049699.88,18.520273,-72.418118,129,161,221
,3472  3,385,3278,772586.3,2049699.88,18.520273,-72.418117,130,166,223
,3473  3,386,3278,772586.38,2049699.88,18.520273,-72.418116,130,169,218
,3474  3,387,3278,772586.46,2049699.88,18.520273,-72.418115,131,173,208
,3475  3,388,3278,772586.54,2049699.88,18.520273,-72.418115,124,162,199
,3476  3,389,3278,772586.62,2049699.88,18.520273,-72.418114,118,150,190
,3477  3,390,3278,772586.7,2049699.88,18.520273,-72.418113,113,135,184
,3478  3,391,3278,772586.78,2049699.88,18.520273,-72.418112,107,127,178
,3479  3,392,3278,772586.86,2049699.88,18.520273,-72.418112,102,124,173
,3480  3,393,3278,772586.94,2049699.88,18.520273,-72.418111,97,129,180
,3481  3,394,3278,772587.02,2049699.88,18.520273,-72.41811,97,135,186
,3482  3,395,3278,772587.1,2049699.88,18.520273,-72.418109,104,143,193
,3483  3,396,3278,772587.18,2049699.88,18.520273,-72.418109,110,163,211
,3484  3,397,3278,772587.27,2049699.88,18.520273,-72.418108,117,183,232
,3485  3,398,3278,772587.35,2049699.88,18.520273,-72.418107,125,188,253
,3486  3,399,3278,772587.43,2049699.88,18.520273,-72.418106,133,191,255
,3487  3,400,3278,772587.51,2049699.88,18.520273,-72.418106,142,193,255
,3488  3,401,3278,772587.59,2049699.88,18.520273,-72.418105,143,192,255
,3489  3,402,3278,772587.67,2049699.88,18.520273,-72.418104,144,191,255
,3490  3,403,3278,772587.75,2049699.88,18.520273,-72.418103,145,192,255
,3491  3,404,3278,772587.83,2049699.88,18.520273,-72.418102,145,194,255
,3492  3,405,3278,772587.91,2049699.88,18.520273,-72.418102,143,197,255
,3493  3,406,3278,772587.99,2049699.88,18.520273,-72.418101,142,204,255
,3494  3,407,3278,772588.07,2049699.88,18.520273,-72.4181,139,203,255
,3495  3,408,3278,772588.15,2049699.88,18.520273,-72.418099,135,188,247
,3496  3,409,3278,772588.23,2049699.88,18.520273,-72.418099,130,172,232
,3497  3,410,3278,772588.31,2049699.88,18.520273,-72.418098,125,156,214
,3498  3,411,3278,772588.39,2049699.88,18.520273,-72.418097,117,144,195
,3499  3,412,3278,772588.47,2049699.88,18.520273,-72.418096,108,132,181
,3500  3,413,3278,772588.55,2049699.88,18.520273,-72.418096,99,119,172
,3501  3,414,3278,772588.63,2049699.88,18.520273,-72.418095,96,115,162
,3502  3,415,3278,772588.71,2049699.88,18.520273,-72.418094,93,113,156
,3503  3,416,3278,772588.79,2049699.88,18.520273,-72.418093,91,113,160
,3504  3,417,3278,772588.87,2049699.88,18.520273,-72.418093,92,118,163
,3505  3,418,3278,772588.95,2049699.88,18.520273,-72.418092,96,125,167
,3506  3,419,3278,772589.03,2049699.88,18.520273,-72.418091,101,140,179
,3507  3,420,3278,772589.11,2049699.88,18.520273,-72.41809,105,150,191
,3508  3,421,3278,772589.19,2049699.88,18.520273,-72.41809,107,149,204
,3509  3,422,3278,772589.27,2049699.88,18.520273,-72.418089,110,150,209
,3510  3,423,3278,772589.35,2049699.88,18.520273,-72.418088,112,151,210
,3511  3,424,3278,772589.43,2049699.88,18.520273,-72.418087,110,150,211
,3512  3,425,3278,772589.51,2049699.88,18.520273,-72.418087,109,151,212
,3513  3,426,3278,772589.59,2049699.88,18.520273,-72.418086,108,153,214
,3514  3,427,3278,772589.67,2049699.88,18.520273,-72.418085,108,154,216
,3515  3,428,3278,772589.76,2049699.88,18.520273,-72.418084,107,153,217
,3516  3,429,3278,772589.84,2049699.88,18.520273,-72.418083,105,151,212
,3517  3,430,3278,772589.92,2049699.88,18.520273,-72.418083,107,147,207
,3518  3,431,3278,772590,2049699.88,18.520273,-72.418082,109,142,203
,3519  3,432,3278,772590.08,2049699.88,18.520273,-72.418081,111,150,217
,3520  3,433,3278,772590.16,2049699.88,18.520273,-72.41808,114,161,234
,3521  3,434,3278,772590.24,2049699.88,18.520273,-72.41808,123,179,250
,3522  3,435,3278,772590.32,2049699.88,18.520273,-72.418079,133,193,255
,3523  3,436,3278,772590.4,2049699.88,18.520273,-72.418078,142,204,255
,3524  3,437,3278,772590.48,2049699.88,18.520273,-72.418077,146,206,255
,3525  3,438,3278,772590.56,2049699.88,18.520273,-72.418077,150,207,255
,3526  3,439,3278,772590.64,2049699.88,18.520273,-72.418076,153,207,255
,3527  3,440,3278,772590.72,2049699.88,18.520273,-72.418075,152,206,255
,3528  3,441,3278,772590.8,2049699.88,18.520273,-72.418074,148,204,255
,3529  3,442,3278,772590.88,2049699.88,18.520273,-72.418074,145,197,255
,3530  3,443,3278,772590.96,2049699.88,18.520273,-72.418073,141,188,245
,3531  3,444,3278,772591.04,2049699.88,18.520273,-72.418072,134,178,233
,3532  3,445,3278,772591.12,2049699.88,18.520273,-72.418071,127,171,223
,3533  3,446,3278,772591.2,2049699.88,18.520273,-72.418071,121,163,214
,3534  3,447,3278,772591.28,2049699.88,18.520273,-72.41807,118,158,204
,3535  3,448,3278,772591.36,2049699.88,18.520272,-72.418069,116,153,198
,3536  3,449,3278,772591.44,2049699.88,18.520272,-72.418068,114,148,197
,3537  3,450,3278,772591.52,2049699.88,18.520272,-72.418068,116,146,196
,3538  3,451,3278,772591.6,2049699.88,18.520272,-72.418067,120,147,197
,3539  3,452,3278,772591.68,2049699.88,18.520272,-72.418066,124,163,211
,3540  3,453,3278,772591.76,2049699.88,18.520272,-72.418065,130,180,225
,3541  3,454,3278,772591.84,2049699.88,18.520272,-72.418064,138,199,238
,3542  3,455,3278,772591.92,2049699.88,18.520272,-72.418064,146,198,237
,3543  3,456,3278,772592,2049699.88,18.520272,-72.418063,152,195,236
,3544  3,457,3278,772592.08,2049699.88,18.520272,-72.418062,149,189,234
,3545  3,458,3278,772592.16,2049699.88,18.520272,-72.418061,147,180,226
,3546  3,459,3278,772592.25,2049699.88,18.520272,-72.418061,145,168,215
,3547  3,378,3279,772585.74,2049699.8,18.520272,-72.418122,121,166,223
,3548  3,379,3279,772585.82,2049699.8,18.520272,-72.418121,121,167,226
,3549  3,380,3279,772585.9,2049699.8,18.520272,-72.418121,120,167,223
,3550  3,381,3279,772585.98,2049699.8,18.520272,-72.41812,122,167,221
,3551  3,382,3279,772586.06,2049699.8,18.520272,-72.418119,125,165,218
,3552  3,383,3279,772586.14,2049699.8,18.520272,-72.418118,129,162,219
,3553  3,384,3279,772586.22,2049699.8,18.520272,-72.418118,132,163,220
,3554  3,385,3279,772586.3,2049699.8,18.520272,-72.418117,133,172,221
,3555  3,386,3279,772586.38,2049699.8,18.520272,-72.418116,135,177,217
,3556  3,387,3279,772586.46,2049699.8,18.520272,-72.418115,136,178,211
,3557  3,388,3279,772586.54,2049699.8,18.520272,-72.418115,129,167,205
,3558  3,389,3279,772586.62,2049699.8,18.520272,-72.418114,122,154,196
,3559  3,390,3279,772586.7,2049699.8,18.520272,-72.418113,115,139,184
,3560  3,391,3279,772586.78,2049699.8,18.520272,-72.418112,110,131,173
,3561  3,392,3279,772586.86,2049699.8,18.520272,-72.418112,104,125,165
,3562  3,393,3279,772586.94,2049699.8,18.520272,-72.418111,99,126,176
,3563  3,394,3279,772587.02,2049699.8,18.520272,-72.41811,100,132,185
,3564  3,395,3279,772587.1,2049699.8,18.520272,-72.418109,105,139,194
,3565  3,396,3279,772587.18,2049699.8,18.520272,-72.418109,112,158,212
,3566  3,397,3279,772587.27,2049699.8,18.520272,-72.418108,118,176,231
,3567  3,398,3279,772587.35,2049699.8,18.520272,-72.418107,125,184,251
,3568  3,399,3279,772587.43,2049699.8,18.520272,-72.418106,132,187,255
,3569  3,400,3279,772587.51,2049699.8,18.520272,-72.418106,139,188,255
,3570  3,401,3279,772587.59,2049699.8,18.520272,-72.418105,140,188,255
,3571  3,402,3279,772587.67,2049699.8,18.520272,-72.418104,141,189,255
,3572  3,403,3279,772587.75,2049699.8,18.520272,-72.418103,142,190,255
,3573  3,404,3279,772587.83,2049699.8,18.520272,-72.418102,140,192,255
,3574  3,405,3279,772587.91,2049699.8,18.520272,-72.418102,138,193,255
,3575  3,406,3279,772587.99,2049699.8,18.520272,-72.418101,135,190,247
,3576  3,407,3279,772588.07,2049699.8,18.520272,-72.4181,131,182,238
,3577  3,408,3279,772588.15,2049699.8,18.520272,-72.418099,124,168,229
,3578  3,409,3279,772588.23,2049699.8,18.520272,-72.418099,118,157,215
,3579  3,410,3279,772588.31,2049699.8,18.520272,-72.418098,112,145,199
,3580  3,411,3279,772588.39,2049699.8,18.520272,-72.418097,107,135,183
,3581  3,412,3279,772588.47,2049699.8,18.520272,-72.418096,100,124,172
,3582  3,413,3279,772588.55,2049699.8,18.520272,-72.418096,94,114,164
,3583  3,414,3279,772588.63,2049699.8,18.520272,-72.418095,92,110,156
,3584  3,415,3279,772588.71,2049699.8,18.520272,-72.418094,91,109,153
,3585  3,416,3279,772588.79,2049699.8,18.520272,-72.418093,89,112,158
,3586  3,417,3279,772588.87,2049699.8,18.520272,-72.418093,92,119,163
,3587  3,418,3279,772588.95,2049699.8,18.520272,-72.418092,97,129,168
,3588  3,419,3279,772589.03,2049699.8,18.520272,-72.418091,102,142,180
,3589  3,420,3279,772589.11,2049699.8,18.520272,-72.41809,107,151,191
,3590  3,421,3279,772589.19,2049699.8,18.520272,-72.41809,109,150,203
,3591  3,422,3279,772589.27,2049699.8,18.520272,-72.418089,111,150,207
,3592  3,423,3279,772589.35,2049699.8,18.520272,-72.418088,112,151,208
,3593  3,424,3279,772589.43,2049699.8,18.520272,-72.418087,112,151,209
,3594  3,425,3279,772589.51,2049699.8,18.520272,-72.418087,111,152,210
,3595  3,426,3279,772589.59,2049699.8,18.520272,-72.418086,110,154,211
,3596  3,427,3279,772589.67,2049699.8,18.520272,-72.418085,108,153,212
,3597  3,428,3279,772589.76,2049699.8,18.520272,-72.418084,107,152,212
,3598  3,429,3279,772589.84,2049699.8,18.520272,-72.418083,105,150,208
,3599  3,430,3279,772589.92,2049699.8,18.520272,-72.418083,107,148,204
,3600  3,431,3279,772590,2049699.8,18.520272,-72.418082,111,146,200
,3601  3,432,3279,772590.08,2049699.8,18.520272,-72.418081,115,155,221
,3602  3,433,3279,772590.16,2049699.8,18.520272,-72.41808,120,167,244
,3603  3,434,3279,772590.24,2049699.8,18.520272,-72.41808,130,189,255
,3604  3,435,3279,772590.32,2049699.8,18.520272,-72.418079,139,204,255
,3605  3,436,3279,772590.4,2049699.8,18.520272,-72.418078,148,215,255
,3606  3,437,3279,772590.48,2049699.8,18.520272,-72.418077,149,208,255
,3607  3,438,3279,772590.56,2049699.8,18.520272,-72.418077,150,204,255
,3608  3,439,3279,772590.64,2049699.8,18.520272,-72.418076,150,200,255
,3609  3,440,3279,772590.72,2049699.8,18.520272,-72.418075,147,196,255
,3610  3,441,3279,772590.8,2049699.8,18.520272,-72.418074,142,190,252
,3611  3,442,3279,772590.88,2049699.8,18.520272,-72.418074,138,183,242
,3612  3,443,3279,772590.96,2049699.8,18.520272,-72.418073,133,176,232
,3613  3,444,3279,772591.04,2049699.8,18.520272,-72.418072,127,168,221
,3614  3,445,3279,772591.12,2049699.8,18.520272,-72.418071,121,162,212
,3615  3,446,3279,772591.2,2049699.8,18.520272,-72.418071,116,156,204
,3616  3,447,3279,772591.28,2049699.8,18.520272,-72.41807,114,151,195
,3617  3,448,3279,772591.36,2049699.8,18.520272,-72.418069,113,146,191
,3618  3,449,3279,772591.44,2049699.8,18.520272,-72.418068,111,140,191
,3619  3,450,3279,772591.52,2049699.8,18.520272,-72.418068,116,146,192
,3620  3,451,3279,772591.6,2049699.8,18.520272,-72.418067,121,155,199
,3621  3,452,3279,772591.68,2049699.8,18.520272,-72.418066,127,173,221
,3622  3,453,3279,772591.76,2049699.8,18.520272,-72.418065,134,191,243
,3623  3,454,3279,772591.84,2049699.8,18.520272,-72.418064,142,209,255
,3624  3,455,3279,772591.92,2049699.8,18.520272,-72.418064,150,211,255
,3625  3,456,3279,772592,2049699.8,18.520272,-72.418063,153,210,255
,3626  3,457,3279,772592.08,2049699.8,18.520272,-72.418062,147,201,251
,3627  3,458,3279,772592.16,2049699.8,18.520272,-72.418061,142,191,243
,3628  3,459,3279,772592.25,2049699.8,18.520272,-72.418061,137,181,233
,3629  3,460,3279,772592.33,2049699.8,18.520272,-72.41806,133,177,223
,3630  3,461,3279,772592.41,2049699.8,18.520272,-72.418059,129,171,213
,3631  3,377,3280,772585.66,2049699.72,18.520272,-72.418123,120,166,219
,3632  3,378,3280,772585.74,2049699.72,18.520272,-72.418122,120,165,221
,3633  3,379,3280,772585.82,2049699.72,18.520272,-72.418122,120,165,222
,3634  3,380,3280,772585.9,2049699.72,18.520272,-72.418121,119,167,220
,3635  3,381,3280,772585.98,2049699.72,18.520272,-72.41812,121,165,219
,3636  3,382,3280,772586.06,2049699.72,18.520272,-72.418119,126,161,218
,3637  3,383,3280,772586.14,2049699.72,18.520272,-72.418118,131,155,218
,3638  3,384,3280,772586.22,2049699.72,18.520272,-72.418118,134,160,219
,3639  3,385,3280,772586.3,2049699.72,18.520272,-72.418117,136,177,220
,3640  3,386,3280,772586.38,2049699.72,18.520272,-72.418116,138,188,218
,3641  3,387,3280,772586.46,2049699.72,18.520272,-72.418115,138,193,215
,3642  3,388,3280,772586.54,2049699.72,18.520272,-72.418115,130,170,211
,3643  3,389,3280,772586.62,2049699.72,18.520272,-72.418114,121,151,201
,3644  3,390,3280,772586.7,2049699.72,18.520272,-72.418113,112,135,184
,3645  3,391,3280,772586.78,2049699.72,18.520272,-72.418112,107,126,168
,3646  3,392,3280,772586.86,2049699.72,18.520272,-72.418112,102,119,159
,3647  3,393,3280,772586.94,2049699.72,18.520272,-72.418111,97,117,172
,3648  3,394,3280,772587.02,2049699.72,18.520272,-72.41811,100,126,184
,3649  3,395,3280,772587.1,2049699.72,18.520272,-72.418109,107,141,196
,3650  3,396,3280,772587.18,2049699.72,18.520272,-72.418109,114,161,213
,3651  3,397,3280,772587.27,2049699.72,18.520272,-72.418108,120,176,231
,3652  3,398,3280,772587.35,2049699.72,18.520272,-72.418107,126,182,249
,3653  3,399,3280,772587.43,2049699.72,18.520272,-72.418106,131,184,253
,3654  3,400,3280,772587.51,2049699.72,18.520272,-72.418106,137,186,253
,3655  3,401,3280,772587.59,2049699.72,18.520272,-72.418105,137,185,252
,3656  3,402,3280,772587.67,2049699.72,18.520272,-72.418104,138,186,250
,3657  3,403,3280,772587.75,2049699.72,18.520272,-72.418103,138,189,247
,3658  3,404,3280,772587.83,2049699.72,18.520272,-72.418103,135,187,244
,3659  3,405,3280,772587.91,2049699.72,18.520271,-72.418102,131,183,240
,3660  3,406,3280,772587.99,2049699.72,18.520271,-72.418101,127,174,230
,3661  3,407,3280,772588.07,2049699.72,18.520271,-72.4181,122,164,220
,3662  3,408,3280,772588.15,2049699.72,18.520271,-72.418099,116,153,210
,3663  3,409,3280,772588.23,2049699.72,18.520271,-72.418099,109,144,198
,3664  3,410,3280,772588.31,2049699.72,18.520271,-72.418098,103,136,185
,3665  3,411,3280,772588.39,2049699.72,18.520271,-72.418097,98,127,173
,3666  3,412,3280,772588.47,2049699.72,18.520271,-72.418096,94,120,164
,3667  3,413,3280,772588.55,2049699.72,18.520271,-72.418096,90,112,158
,3668  3,414,3280,772588.63,2049699.72,18.520271,-72.418095,89,107,152
,3669  3,415,3280,772588.71,2049699.72,18.520271,-72.418094,89,106,151
,3670  3,416,3280,772588.79,2049699.72,18.520271,-72.418093,89,112,158
,3671  3,417,3280,772588.87,2049699.72,18.520271,-72.418093,92,120,165
,3672  3,418,3280,772588.95,2049699.72,18.520271,-72.418092,98,130,172
,3673  3,419,3280,772589.03,2049699.72,18.520271,-72.418091,103,139,181
,3674  3,420,3280,772589.11,2049699.72,18.520271,-72.41809,108,145,191
,3675  3,421,3280,772589.19,2049699.72,18.520271,-72.41809,110,147,201
,3676  3,422,3280,772589.27,2049699.72,18.520271,-72.418089,112,148,204
,3677  3,423,3280,772589.35,2049699.72,18.520271,-72.418088,113,150,205
,3678  3,424,3280,772589.43,2049699.72,18.520271,-72.418087,112,152,207
,3679  3,425,3280,772589.51,2049699.72,18.520271,-72.418087,112,153,208
,3680  3,426,3280,772589.59,2049699.72,18.520271,-72.418086,111,153,209
,3681  3,427,3280,772589.67,2049699.72,18.520271,-72.418085,109,153,211
,3682  3,428,3280,772589.76,2049699.72,18.520271,-72.418084,107,153,211
,3683  3,429,3280,772589.84,2049699.72,18.520271,-72.418083,104,149,208
,3684  3,430,3280,772589.92,2049699.72,18.520271,-72.418083,108,145,205
,3685  3,431,3280,772590,2049699.72,18.520271,-72.418082,113,142,202
,3686  3,432,3280,772590.08,2049699.72,18.520271,-72.418081,119,161,225
,3687  3,433,3280,772590.16,2049699.72,18.520271,-72.41808,126,182,248
,3688  3,434,3280,772590.24,2049699.72,18.520271,-72.41808,136,209,255
,3689  3,435,3280,772590.32,2049699.72,18.520271,-72.418079,145,216,255
,3690  3,436,3280,772590.4,2049699.72,18.520271,-72.418078,154,215,255
,3691  3,437,3280,772590.48,2049699.72,18.520271,-72.418077,152,207,255
,3692  3,438,3280,772590.56,2049699.72,18.520271,-72.418077,150,200,255
,3693  3,439,3280,772590.64,2049699.72,18.520271,-72.418076,147,193,255
,3694  3,440,3280,772590.72,2049699.72,18.520271,-72.418075,142,186,249
,3695  3,441,3280,772590.8,2049699.72,18.520271,-72.418074,136,179,242
,3696  3,442,3280,772590.88,2049699.72,18.520271,-72.418074,130,173,232
,3697  3,443,3280,772590.96,2049699.72,18.520271,-72.418073,124,166,222
,3698  3,444,3280,772591.04,2049699.72,18.520271,-72.418072,120,159,212
,3699  3,445,3280,772591.12,2049699.72,18.520271,-72.418071,116,155,204
,3700  3,446,3280,772591.2,2049699.72,18.520271,-72.418071,112,150,196
,3701  3,447,3280,772591.28,2049699.72,18.520271,-72.41807,111,145,188
,3702  3,448,3280,772591.36,2049699.72,18.520271,-72.418069,109,140,187
,3703  3,449,3280,772591.44,2049699.72,18.520271,-72.418068,108,136,190
,3704  3,450,3280,772591.52,2049699.72,18.520271,-72.418068,116,147,193
,3705  3,451,3280,772591.6,2049699.72,18.520271,-72.418067,123,162,204
,3706  3,452,3280,772591.68,2049699.72,18.520271,-72.418066,131,182,230
,3707  3,453,3280,772591.76,2049699.72,18.520271,-72.418065,138,199,255
,3708  3,454,3280,772591.84,2049699.72,18.520271,-72.418064,145,213,255
,3709  3,455,3280,772591.92,2049699.72,18.520271,-72.418064,152,222,255
,3710  3,456,3280,772592,2049699.72,18.520271,-72.418063,154,221,255
,3711  3,457,3280,772592.08,2049699.72,18.520271,-72.418062,148,208,255
,3712  3,458,3280,772592.16,2049699.72,18.520271,-72.418061,143,199,255
,3713  3,459,3280,772592.25,2049699.72,18.520271,-72.418061,138,190,251
,3714  3,460,3280,772592.33,2049699.72,18.520271,-72.41806,133,182,243
,3715  3,461,3280,772592.41,2049699.72,18.520271,-72.418059,128,177,234
,3716  3,462,3280,772592.49,2049699.72,18.520271,-72.418058,123,175,223
,3717  3,378,3281,772585.74,2049699.64,18.520271,-72.418122,119,160,219
,3718  3,379,3281,772585.82,2049699.64,18.520271,-72.418122,118,161,221
,3719  3,380,3281,772585.9,2049699.64,18.520271,-72.418121,118,166,222
,3720  3,381,3281,772585.98,2049699.64,18.520271,-72.41812,122,164,224
,3721  3,382,3281,772586.06,2049699.64,18.520271,-72.418119,127,160,225
,3722  3,383,3281,772586.14,2049699.64,18.520271,-72.418118,133,161,223
,3723  3,384,3281,772586.22,2049699.64,18.520271,-72.418118,137,171,222
,3724  3,385,3281,772586.3,2049699.64,18.520271,-72.418117,139,190,221
,3725  3,386,3281,772586.38,2049699.64,18.520271,-72.418116,141,192,218
,3726  3,387,3281,772586.46,2049699.64,18.520271,-72.418115,140,186,214
,3727  3,388,3281,772586.54,2049699.64,18.520271,-72.418115,130,161,211
,3728  3,389,3281,772586.62,2049699.64,18.520271,-72.418114,119,144,200
,3729  3,390,3281,772586.7,2049699.64,18.520271,-72.418113,109,131,183
,3730  3,391,3281,772586.78,2049699.64,18.520271,-72.418112,104,120,166
,3731  3,392,3281,772586.86,2049699.64,18.520271,-72.418112,100,113,160
,3732  3,393,3281,772586.94,2049699.64,18.520271,-72.418111,95,113,173
,3733  3,394,3281,772587.02,2049699.64,18.520271,-72.41811,100,126,187
,3734  3,395,3281,772587.1,2049699.64,18.520271,-72.418109,108,145,201
,3735  3,396,3281,772587.18,2049699.64,18.520271,-72.418109,116,165,216
,3736  3,397,3281,772587.27,2049699.64,18.520271,-72.418108,123,177,231
,3737  3,398,3281,772587.35,2049699.64,18.520271,-72.418107,127,181,247
,3738  3,399,3281,772587.43,2049699.64,18.520271,-72.418106,131,182,249
,3739  3,400,3281,772587.51,2049699.64,18.520271,-72.418106,135,183,248
,3740  3,401,3281,772587.59,2049699.64,18.520271,-72.418105,134,182,248
,3741  3,402,3281,772587.67,2049699.64,18.520271,-72.418104,134,184,245
,3742  3,403,3281,772587.75,2049699.64,18.520271,-72.418103,134,189,238
,3743  3,404,3281,772587.83,2049699.64,18.520271,-72.418103,129,180,231
,3744  3,405,3281,772587.91,2049699.64,18.520271,-72.418102,124,169,224
,3745  3,406,3281,772587.99,2049699.64,18.520271,-72.418101,120,158,213
,3746  3,407,3281,772588.07,2049699.64,18.520271,-72.4181,115,150,202
,3747  3,408,3281,772588.15,2049699.64,18.520271,-72.418099,110,142,191
,3748  3,409,3281,772588.23,2049699.64,18.520271,-72.418099,105,135,182
,3749  3,410,3281,772588.31,2049699.64,18.520271,-72.418098,100,127,173
,3750  3,411,3281,772588.39,2049699.64,18.520271,-72.418097,97,121,164
,3751  3,412,3281,772588.47,2049699.64,18.520271,-72.418096,93,116,158
,3752  3,413,3281,772588.55,2049699.64,18.520271,-72.418096,90,110,153
